"","doi","ps","reporting","p_value"
"4088","10.1016/j.jas.2011.09.032","p = 0.156)","exact",0.156
"4089","10.1016/j.jas.2011.09.032","p = −0.900","exact",0.9
"4090","10.1016/j.jas.2011.09.032","p < 0.05; ","inequ",0.025
"4091","10.1016/j.jas.2011.09.032","p < 0.001)","inequ",5e-04
"4092","10.1016/j.jas.2011.09.032","p < 0.001)","inequ",5e-04
"4093","10.1016/j.jas.2011.09.032","p < 0.01),","inequ",0.005
"4094","10.1016/j.jas.2011.09.032","p < 0.01).","inequ",0.005
"4095","10.1016/j.jas.2011.09.032","p = 0.0896","exact",0.0896
"4096","10.1016/j.jas.2011.09.032","p < 0.001)","inequ",5e-04
"4097","10.1016/j.jas.2011.09.032","p < 0.05)—","inequ",0.025
"4098","10.1016/j.jas.2011.09.032","p = 0.086)","exact",0.086
"4099","10.1016/j.jas.2011.09.013","p = 0.196,","exact",0.196
"4100","10.1016/j.jas.2011.09.013","p = 0.02, ","exact",0.02
"4101","10.1016/j.jas.2011.09.014","p = 2.2 ± ","exact",2.2
"4102","10.1016/j.jas.2011.09.014","p = 2.2 ± ","exact",2.2
"4103","10.1016/j.jas.2011.09.014","p = 2.1:1 ","exact",2.1
"4104","10.1016/j.jas.2011.09.014","p = 0.00).","exact",0
"4105","10.1016/j.jas.2011.09.014","p = 0.71).","exact",0.71
"4106","10.1016/j.jas.2011.10.002","p < .001).","inequ",0.001
"4107","10.1016/j.jas.2011.09.024","p < 0.0001","inequ",5e-05
"4108","10.1016/j.jas.2011.09.024","p < 0.0002","inequ",2e-04
"4109","10.1016/j.jas.2011.09.024","p < 0.0073","inequ",0.0073
"4110","10.1016/j.jas.2011.09.024","p = 0.0166","exact",0.0166
"4111","10.1016/j.jas.2011.08.034","p < 0.0001","inequ",5e-05
"4112","10.1016/j.jas.2011.03.010","p = those ","exact",1e-05
"4113","10.1016/j.jas.2011.10.012","p = 0.30 (","exact",0.3
"4114","10.1016/j.jas.2011.10.012","p = ± 0.81","exact",0.81
"4115","10.1016/j.jas.2011.10.005","p = 933) i","exact",933
"4116","10.1016/j.jas.2011.10.005","p = 0.684)","exact",0.684
"4117","10.1016/j.jas.2011.10.005","p > 0.05, ","inequ",0.05
"4118","10.1016/j.jas.2011.10.005","p = 0.0740","exact",0.074
"4119","10.1016/j.jas.2011.10.005","p > 0.05; ","inequ",0.05
"4120","10.1016/j.jas.2011.10.005","p = 0.325;","exact",0.325
"4121","10.1016/j.jas.2011.10.005","p = 0.021)","exact",0.021
"4122","10.1016/j.jas.2011.10.005","p > 0.05) ","inequ",0.05
"4123","10.1016/j.jas.2011.10.005","p < 0.0906","inequ",0.0906
"4124","10.1016/j.jas.2011.10.005","p > 0.05) ","inequ",0.05
"4125","10.1016/j.jas.2011.10.005","p = 0.0064","exact",0.0064
"4126","10.1016/j.jas.2011.10.005","p = 0.0192","exact",0.0192
"4127","10.1016/j.jas.2011.10.005","p < 0.05, ","inequ",0.025
"4128","10.1016/j.jas.2011.10.005","p < 0.05) ","inequ",0.025
"4129","10.1016/j.jas.2011.10.005","p < 0.25),","inequ",0.25
"4130","10.1016/j.jas.2011.10.006","p = −56‰) ","exact",56
"4131","10.1016/j.jas.2011.10.010","p < 0.0001","inequ",5e-05
"4132","10.1016/j.jas.2011.10.010","p < 0.800 ","inequ",0.8
"4133","10.1016/j.jas.2011.10.010","p = 0.06 a","exact",0.06
"4134","10.1016/j.jas.2011.10.010","p = 0.08).","exact",0.08
"4135","10.1016/j.jas.2011.09.025","p = specie","exact",1e-05
"4136","10.1016/j.jas.2011.08.006","p = 0.002)","exact",0.002
"4137","10.1016/j.jas.2011.08.006","p < 0.001)","inequ",5e-04
"4138","10.1016/j.jas.2011.08.006","p < 0.001)","inequ",5e-04
"4139","10.1016/j.jas.2011.08.006","p = 0.423)","exact",0.423
"4140","10.1016/j.jas.2011.10.017","p > 0.05 t","inequ",0.05
"4141","10.1016/j.jas.2011.07.012","p < 0.0019","inequ",5e-04
"4142","10.1016/j.jas.2011.07.012","p = 0.0001","exact",1e-04
"4143","10.1016/j.jas.2011.07.012","p = 0.0004","exact",4e-04
"4144","10.1016/j.jas.2011.07.012","p = 0.0007","exact",7e-04
"4145","10.1016/j.jas.2011.07.012","p = 0.0237","exact",0.0237
"4146","10.1016/j.jas.2011.08.027","p = .010 8","exact",0.01
"4147","10.1016/j.jas.2011.08.027","p = .004 b","exact",0.004
"4148","10.1016/j.jas.2011.08.027","p = .005 3","exact",0.005
"4149","10.1016/j.jas.2011.08.027","p = .013 u","exact",0.013
"4150","10.1016/j.jas.2011.08.027","p = .505 3","exact",0.505
"4151","10.1016/j.jas.2011.08.027","p = .363 p","exact",0.363
"4152","10.1016/j.jas.2011.08.027","p = .005 1","exact",0.005
"4153","10.1016/j.jas.2011.08.027","p = .003 b","exact",0.003
"4154","10.1016/j.jas.2011.08.027","p < .001 5","inequ",0.001
"4155","10.1016/j.jas.2011.08.027","p = .004 u","exact",0.004
"4156","10.1016/j.jas.2011.08.027","p = .131 4","exact",0.131
"4157","10.1016/j.jas.2011.08.027","p = .556 p","exact",0.556
"4158","10.1016/j.jas.2011.08.027","p < .001 1","inequ",0.001
"4159","10.1016/j.jas.2011.08.027","p < .001 b","inequ",0.001
"4160","10.1016/j.jas.2011.08.027","p = .001 3","exact",0.001
"4161","10.1016/j.jas.2011.08.027","p = .009 u","exact",0.009
"4162","10.1016/j.jas.2011.08.027","p = .927 4","exact",0.927
"4163","10.1016/j.jas.2011.08.027","p = .901 a","exact",0.901
"4164","10.1016/j.jas.2011.08.027","p = .0713.","exact",0.0713
"4165","10.1016/j.jas.2011.08.027","p = .012).","exact",0.012
"4166","10.1016/j.jas.2011.08.027","p = .037 a","exact",0.037
"4167","10.1016/j.jas.2011.08.027","p = .415).","exact",0.415
"4168","10.1016/j.jas.2011.08.027","p = .013).","exact",0.013
"4169","10.1016/j.jas.2011.08.027","p = .913).","exact",0.913
"4170","10.1016/j.jas.2011.07.019","p = 0.05 (","exact",0.05
"4171","10.1016/j.jas.2011.07.019","p = 0.01 (","exact",0.01
"4172","10.1016/j.jas.2011.07.019","p < 0.05 a","inequ",0.025
"4173","10.1016/j.jas.2011.07.019","p = 0.01) ","exact",0.01
"4174","10.1016/j.jas.2011.07.019","p = 0.01) ","exact",0.01
"4175","10.1016/j.jas.2011.07.019","p = 0.01) ","exact",0.01
"4176","10.1016/j.jas.2011.07.019","p = 0.05) ","exact",0.05
"4177","10.1016/j.jas.2011.07.019","p = 0.05 a","exact",0.05
"4178","10.1016/j.jas.2011.07.019","p = 0.05),","exact",0.05
"4179","10.1016/j.jas.2011.07.019","p = 0.05) ","exact",0.05
"4180","10.1016/j.jas.2011.07.019","p = 0.0055","exact",0.0055
"4181","10.1016/j.jas.2011.07.019","p = 0.0016","exact",0.0016
"4182","10.1016/j.jas.2011.07.019","p = 0.01 &","exact",0.01
"4183","10.1016/j.jas.2011.07.019","p = 0.05) ","exact",0.05
"4184","10.1016/j.jas.2011.07.019","p = 0.05 &","exact",0.05
"4185","10.1016/j.jas.2011.08.035","p = 0.062)","exact",0.062
"4186","10.1016/j.jas.2011.08.035","p < 0.001)","inequ",5e-04
"4187","10.1016/j.jas.2011.08.035","p = 0.003)","exact",0.003
"4188","10.1016/j.jas.2011.08.035","p < 0.001)","inequ",5e-04
"4189","10.1016/j.jas.2011.08.035","p = 0.750)","exact",0.75
"4190","10.1016/j.jas.2011.08.035","p = 0.059)","exact",0.059
"4191","10.1016/j.jas.2011.08.035","p = 0.241)","exact",0.241
"4192","10.1016/j.jas.2011.08.035","p < 0.001)","inequ",5e-04
"4193","10.1016/j.jas.2011.08.035","p = 0.021)","exact",0.021
"4194","10.1016/j.jas.2011.08.035","p = 0.107)","exact",0.107
"4195","10.1016/j.jas.2011.08.035","p = 0.380)","exact",0.38
"4196","10.1016/j.jas.2011.08.035","p = 0.003)","exact",0.003
"4197","10.1016/j.jas.2011.08.035","p = 0.398)","exact",0.398
"4198","10.1016/j.jas.2011.08.035","p = 0.120)","exact",0.12
"4199","10.1016/j.jas.2011.08.035","p = 0.076)","exact",0.076
"4200","10.1016/j.jas.2011.08.035","p = 0.830)","exact",0.83
"4201","10.1016/j.jas.2011.08.035","p = 0.003)","exact",0.003
"4202","10.1016/j.jas.2011.08.035","p = 0.540)","exact",0.54
"4203","10.1016/j.jas.2011.08.035","p = 0.266)","exact",0.266
"4204","10.1016/j.jas.2011.08.035","p = 0.820)","exact",0.82
"4205","10.1016/j.jas.2011.08.035","p = 0.814)","exact",0.814
"4206","10.1016/j.jas.2011.08.035","p = 0.226)","exact",0.226
"4207","10.1016/j.jas.2011.08.035","p = 0.027)","exact",0.027
"4208","10.1016/j.jas.2011.08.035","p = 0.124)","exact",0.124
"4209","10.1016/j.jas.2011.08.035","p = 0.027)","exact",0.027
"4210","10.1016/j.jas.2011.08.035","p = 0.029)","exact",0.029
"4211","10.1016/j.jas.2011.08.035","p < 0.001)","inequ",5e-04
"4212","10.1016/j.jas.2011.08.035","p = 0.006)","exact",0.006
"4213","10.1016/j.jas.2011.08.035","p = 0.968)","exact",0.968
"4214","10.1016/j.jas.2011.08.035","p = 0.696)","exact",0.696
"4215","10.1016/j.jas.2011.08.035","p = 0.114)","exact",0.114
"4216","10.1016/j.jas.2011.08.035","p = 0.263)","exact",0.263
"4217","10.1016/j.jas.2011.08.035","p = 0.867)","exact",0.867
"4218","10.1016/j.jas.2011.08.035","p = 0.348)","exact",0.348
"4219","10.1016/j.jas.2011.08.035","p = 0.419)","exact",0.419
"4220","10.1016/j.jas.2011.07.004","p = a 500 ","exact",500
"4221","10.1016/j.jas.2011.06.029","p = abri p","exact",NA
"4222","10.1016/j.jas.2011.08.021","p < 0.01, ","inequ",0.005
"4223","10.1016/j.jas.2011.08.021","p < 0.01, ","inequ",0.005
"4224","10.1016/j.jas.2011.08.021","p < 0.05, ","inequ",0.025
"4225","10.1016/j.jas.2011.08.021","p < 0.01, ","inequ",0.005
"4226","10.1016/j.jas.2011.08.021","p < 0.01, ","inequ",0.005
"4227","10.1016/j.jas.2011.06.034","p = 0.22) ","exact",0.22
"4228","10.1016/j.jas.2011.06.034","p = 0.01. ","exact",0.01
"4229","10.1016/j.jas.2011.06.034","p = 0.01) ","exact",0.01
"4230","10.1016/j.jas.2011.07.022","p < 0.05) ","inequ",0.025
"4231","10.1016/j.jas.2011.07.022","p < 0.05) ","inequ",0.025
"4232","10.1016/j.jas.2011.07.022","p = 0.57).","exact",0.57
"4233","10.1016/j.jas.2011.07.022","p = 0.86 f","exact",0.86
"4234","10.1016/j.jas.2011.07.022","p = 0.51 f","exact",0.51
"4235","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4236","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4237","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4238","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4239","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4240","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4241","10.1016/j.jas.2011.07.022","p = 0.05).","exact",0.05
"4242","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4243","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4244","10.1016/j.jas.2011.07.022","p = 0.09).","exact",0.09
"4245","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4246","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4247","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4248","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4249","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4250","10.1016/j.jas.2011.07.022","p = 0.08),","exact",0.08
"4251","10.1016/j.jas.2011.07.022","p = 0.17) ","exact",0.17
"4252","10.1016/j.jas.2011.07.022","p = 0.36) ","exact",0.36
"4253","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4254","10.1016/j.jas.2011.07.022","p < 0.05).","inequ",0.025
"4255","10.1016/j.jas.2011.07.022","p < 0.05).","inequ",0.025
"4256","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4257","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4258","10.1016/j.jas.2011.07.022","p < 0.001)","inequ",5e-04
"4259","10.1016/j.jas.2011.07.022","p = 0.02) ","exact",0.02
"4260","10.1016/j.jas.2011.07.022","p = 0.03).","exact",0.03
"4261","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4262","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4263","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4264","10.1016/j.jas.2011.07.022","p < 0.001 ","inequ",5e-04
"4265","10.1016/j.jas.2011.08.008","p = 0.01),","exact",0.01
"4266","10.1016/j.jas.2011.08.008","p = 0.01),","exact",0.01
"4267","10.1016/j.jas.2011.08.008","p = 0.05 p","exact",0.05
"4268","10.1016/j.jas.2011.05.007","p = pollen","exact",1e-05
"4269","10.1016/j.jas.2011.05.007","p = multi ","exact",NA
"4270","10.1016/j.jas.2011.05.007","p = evapor","exact",1e-05
"4271","10.1016/j.jas.2011.08.033","p = 0.42 1","exact",0.42
"4272","10.1016/j.jas.2011.08.033","p = 0.92 1","exact",0.92
"4273","10.1016/j.jas.2011.08.001","p = 445 mm","exact",445
"4274","10.1016/j.jas.2011.07.023","p = 0.899)","exact",0.899
"4275","10.1016/j.jas.2011.04.018","p < 0.0001","inequ",5e-05
"4276","10.1016/j.jas.2011.06.003","p = 1 × 10","exact",1
"4277","10.1016/j.jas.2011.06.003","p < 0.001;","inequ",5e-04
"4278","10.1016/j.jas.2011.06.003","p < 0.20; ","inequ",0.2
"4279","10.1016/j.jas.2011.07.018","p > .1 zn*","inequ",0.1
"4280","10.1016/j.jas.2011.07.018","p > .2 zr ","inequ",0.2
"4281","10.1016/j.jas.2011.07.018","p > .1 pac","inequ",0.1
"4282","10.1016/j.jas.2011.07.018","p > .5 mn ","inequ",0.5
"4283","10.1016/j.jas.2011.07.018","p > .2 nb ","inequ",0.2
"4284","10.1016/j.jas.2011.07.018","p > .05 k ","inequ",0.05
"4285","10.1016/j.jas.2011.07.018","p > .2 nb ","inequ",0.2
"4286","10.1016/j.jas.2011.07.018","p > .1 zr ","inequ",0.1
"4287","10.1016/j.jas.2011.07.018","p > .5 k 1","inequ",0.5
"4288","10.1016/j.jas.2011.07.018","p > .2 nb ","inequ",0.2
"4289","10.1016/j.jas.2011.07.018","p > .5 rb ","inequ",0.5
"4290","10.1016/j.jas.2011.07.018","p > .05 sr","inequ",0.05
"4291","10.1016/j.jas.2011.07.018","p > .2 zr ","inequ",0.2
"4292","10.1016/j.jas.2011.07.018","p > .2 tab","inequ",0.2
"4293","10.1016/j.jas.2011.07.018","p < .05) f","inequ",0.05
"4294","10.1016/j.jas.2011.07.018","p > .1). t","inequ",0.1
"4295","10.1016/j.jas.2011.07.018","p < .001) ","inequ",0.001
"4296","10.1016/j.jas.2011.05.024","p = .0739)","exact",0.0739
"4297","10.1016/j.jas.2011.05.024","p = .0629)","exact",0.0629
"4298","10.1016/j.jas.2011.05.024","p = .0085)","exact",0.0085
"4299","10.1016/j.jas.2011.07.005","p = plio-p","exact",NA
"4300","10.1016/j.jas.2011.06.019","p = purple","exact",1e-05
"4301","10.1016/j.jas.2011.04.019","p = 1.097,","exact",1.097
"4302","10.1016/j.jas.2011.04.019","p = 1.11 (","exact",1.11
"4303","10.1016/j.jas.2011.04.019","p = 0.813,","exact",0.813
"4304","10.1016/j.jas.2011.04.019","p = 1.16) ","exact",1.16
"4305","10.1016/j.jas.2011.04.019","p = 2.61 o","exact",2.61
"4306","10.1016/j.jas.2011.04.019","p = 1.118)","exact",1.118
"4307","10.1016/j.jas.2011.04.019","p = 1.66, ","exact",1.66
"4308","10.1016/j.jas.2011.06.011","p < 0.0001","inequ",5e-05
"4309","10.1016/j.jas.2011.06.011","p = 0.8670","exact",0.867
"4310","10.1016/j.jas.2011.06.011","p = 0.0057","exact",0.0057
"4311","10.1016/j.jas.2011.06.011","p < 0.0001","inequ",5e-05
"4312","10.1016/j.jas.2011.06.011","p < 0.0001","inequ",5e-05
"4313","10.1016/j.jas.2011.06.011","p = 0.4179","exact",0.4179
"4314","10.1016/j.jas.2011.06.011","p = 0.0146","exact",0.0146
"4315","10.1016/j.jas.2011.06.011","p = 0.5047","exact",0.5047
"4316","10.1016/j.jas.2011.06.011","p = 0.0121","exact",0.0121
"4317","10.1016/j.jas.2011.06.011","p = 0.0381","exact",0.0381
"4318","10.1016/j.jas.2011.06.011","p = 0.3495","exact",0.3495
"4319","10.1016/j.jas.2011.06.011","p < 0.0001","inequ",5e-05
"4320","10.1016/j.jas.2011.06.011","p = 0.0352","exact",0.0352
"4321","10.1016/j.jas.2011.06.011","p < 0.0001","inequ",5e-05
"4322","10.1016/j.jas.2011.06.011","p = 0.0146","exact",0.0146
"4323","10.1016/j.jas.2011.06.011","p = 0.038)","exact",0.038
"4324","10.1016/j.jas.2011.06.011","p < 0.0001","inequ",5e-05
"4325","10.1016/j.jas.2011.06.005","p < 0.05 a","inequ",0.025
"4326","10.1016/j.jas.2011.06.005","p = 0.05).","exact",0.05
"4327","10.1016/j.jas.2011.06.005","p = 0.05).","exact",0.05
"4328","10.1016/j.jas.2011.06.005","p = 0.01) ","exact",0.01
"4329","10.1016/j.jas.2011.06.005","p = 0.01) ","exact",0.01
"4330","10.1016/j.jas.2011.06.005","p = 0.01).","exact",0.01
"4331","10.1016/j.jas.2011.06.005","p = 0.01, ","exact",0.01
"4332","10.1016/j.jas.2011.06.005","p = 0.01) ","exact",0.01
"4333","10.1016/j.jas.2011.06.005","p = 0.0001","exact",1e-04
"4334","10.1016/j.jas.2011.06.024","p < 0.01) ","inequ",0.005
"4335","10.1016/j.jas.2011.06.024","p = 0.313)","exact",0.313
"4336","10.1016/j.jas.2011.06.024","p < 0.05) ","inequ",0.025
"4337","10.1016/j.jas.2011.06.024","p < 0.05).","inequ",0.025
"4338","10.1016/j.jas.2011.06.024","p = 0.04),","exact",0.04
"4339","10.1016/j.jas.2011.06.024","p < 0.001)","inequ",5e-04
"4340","10.1016/j.jas.2011.06.024","p = 0.313.","exact",0.313
"4341","10.1016/j.jas.2011.06.024","p = 0.000.","exact",0
"4342","10.1016/j.jas.2011.06.032","p < 0.01).","inequ",0.005
"4343","10.1016/j.jas.2011.04.005","p = 0.0059","exact",0.0059
"4344","10.1016/j.jas.2011.05.026","p = phenol","exact",1e-05
"4345","10.1016/j.jas.2011.05.026","p = phenol","exact",1e-05
"4346","10.1016/j.jas.2011.05.011","p = premol","exact",1e-05
"4347","10.1016/j.jas.2011.05.011","p = 0.55 i","exact",0.55
"4348","10.1016/j.jas.2011.05.011","p = 0.0116","exact",0.0116
"4349","10.1016/j.jas.2011.05.016","p = lapita","exact",NA
"4350","10.1016/j.jas.2011.06.004","p < 0.05) ","inequ",0.025
"4351","10.1016/j.jas.2011.06.004","p = 0.02 (","exact",0.02
"4352","10.1016/j.jas.2011.06.004","p < 0.001)","inequ",5e-04
"4353","10.1016/j.jas.2011.06.004","p = 0.02).","exact",0.02
"4354","10.1016/j.jas.2011.06.004","p = 0.02).","exact",0.02
"4355","10.1016/j.jas.2011.04.025","p = 0.041)","exact",0.041
"4356","10.1016/j.jas.2011.05.017","p = 1012),","exact",1012
"4357","10.1016/j.jas.2011.05.017","p = 20): b","exact",20
"4358","10.1016/j.jas.2011.05.013","p < 0.05; ","inequ",0.025
"4359","10.1016/j.jas.2011.05.013","p < 0.01; ","inequ",0.005
"4360","10.1016/j.jas.2011.05.013","p < 0.001.","inequ",5e-04
"4361","10.1016/j.jas.2011.05.013","p < 0.05; ","inequ",0.025
"4362","10.1016/j.jas.2011.05.013","p < 0.01; ","inequ",0.005
"4363","10.1016/j.jas.2011.05.013","p < 0.001.","inequ",5e-04
"4364","10.1016/j.jas.2011.05.013","p = 84%; d","exact",84
"4365","10.1016/j.jas.2011.05.013","p = 80%). ","exact",80
"4366","10.1016/j.jas.2011.05.009","p = x p , ","exact",NA
"4367","10.1016/j.jas.2011.03.012","p = hypoco","exact",NA
"4368","10.1016/j.jas.2011.03.012","p > 0.1). ","inequ",0.1
"4369","10.1016/j.jas.2011.03.016","p < partia","inequ",NA
"4370","10.1016/j.jas.2011.03.016","p < partia","inequ",NA
"4371","10.1016/j.jas.2011.03.016","p < 0.05? ","inequ",0.025
"4372","10.1016/j.jas.2011.03.016","p = 0.008)","exact",0.008
"4373","10.1016/j.jas.2011.04.012","p < .0001)","inequ",1e-04
"4374","10.1016/j.jas.2011.04.012","p = 0.4). ","exact",0.4
"4375","10.1016/j.jas.2009.11.023","p = phosph","exact",NA
"4376","10.1016/j.jas.2009.11.023","p = phosph","exact",NA
"4377","10.1016/j.jas.2009.11.023","p = phosph","exact",NA
"4378","10.1016/j.jas.2010.12.006","p > 0.001 ","inequ",0.001
"4379","10.1016/j.jas.2011.04.008","p = 1 p = ","exact",1
"4380","10.1016/j.jas.2011.04.008","p = 0.02 (","exact",0.02
"4381","10.1016/j.jas.2011.04.008","p = <0.005","inequ",0.005
"4382","10.1016/j.jas.2011.04.008","p = 0.1186","exact",0.1186
"4383","10.1016/j.jas.2011.04.008","p = 1 fore","exact",1e-05
"4384","10.1016/j.jas.2011.04.008","p = <0.001","inequ",5e-04
"4385","10.1016/j.jas.2011.04.008","p = <0.001","inequ",5e-04
"4386","10.1016/j.jas.2011.04.008","p = 0.48, ","exact",0.48
"4387","10.1016/j.jas.2011.04.008","p = 0.37, ","exact",0.37
"4388","10.1016/j.jas.2011.04.008","p = 0.02, ","exact",0.02
"4389","10.1016/j.jas.2011.04.008","p = 0.07 f","exact",0.07
"4390","10.1016/j.jas.2011.04.008","p = 0.103 ","exact",0.103
"4391","10.1016/j.jas.2011.04.008","p = <0.001","inequ",5e-04
"4392","10.1016/j.jas.2011.05.001","p = 6029; ","exact",6029
"4393","10.1016/j.jas.2011.05.001","p = 19) an","exact",19
"4394","10.1016/j.jas.2011.05.001","p = 32) (f","exact",32
"4395","10.1016/j.jas.2011.05.001","p = 5978) ","exact",5978
"4396","10.1016/j.jas.2011.02.026","p = 0.05/6","exact",0.05
"4397","10.1016/j.jas.2011.02.026","p = 0.15).","exact",0.15
"4398","10.1016/j.jas.2011.02.026","p = 0.57).","exact",0.57
"4399","10.1016/j.jas.2011.04.007","p = 74%), ","exact",74
"4400","10.1016/j.jas.2011.04.007","p = 19%), ","exact",19
"4401","10.1016/j.jas.2011.04.007","p = 45%) (","exact",45
"4402","10.1016/j.jas.2011.04.007","p = 37.9%)","exact",37.9
"4403","10.1016/j.jas.2011.04.007","p = 34%) a","exact",34
"4404","10.1016/j.jas.2011.04.007","p = 24.7%)","exact",24.7
"4405","10.1016/j.jas.2011.03.030","p = 1). ma","exact",1
"4406","10.1016/j.jas.2011.03.032","p < 0.01 (","inequ",0.005
"4407","10.1016/j.jas.2011.03.032","p < 0.05),","inequ",0.025
"4408","10.1016/j.jas.2011.03.027","p = proxim","exact",NA
"4409","10.1016/j.jas.2011.04.002","p > 0.01 h","inequ",0.01
"4410","10.1016/j.jas.2011.04.002","p > 0.01 c","inequ",0.01
"4411","10.1016/j.jas.2011.04.002","p > 0.02 p","inequ",0.02
"4412","10.1016/j.jas.2011.03.013","p = 0.599;","exact",0.599
"4413","10.1016/j.jas.2011.03.013","p = 0.257;","exact",0.257
"4414","10.1016/j.jas.2011.03.013","p = 0.135)","exact",0.135
"4415","10.1016/j.jas.2011.03.013","p < 0.001)","inequ",5e-04
"4416","10.1016/j.jas.2011.03.013","p < 0.001)","inequ",5e-04
"4417","10.1016/j.jas.2011.03.013","p < 0.005;","inequ",0.005
"4418","10.1016/j.jas.2011.03.013","p < 0.005;","inequ",0.005
"4419","10.1016/j.jas.2011.03.013","p < 0.005;","inequ",0.005
"4420","10.1016/j.jas.2011.03.018","p = 1950 a","exact",1950
"4421","10.1016/j.jas.2011.01.015","p < 0.001,","inequ",5e-04
"4422","10.1016/j.jas.2011.01.015","p = 0.48) ","exact",0.48
"4423","10.1016/j.jas.2011.01.015","p = 0.868)","exact",0.868
"4424","10.1016/j.jas.2011.01.015","p = 0.79).","exact",0.79
"4425","10.1016/j.jas.2011.01.015","p < 0.001)","inequ",5e-04
"4426","10.1016/j.jas.2011.01.015","p < 0.001,","inequ",5e-04
"4427","10.1016/j.jas.2011.01.015","p < 0.05, ","inequ",0.025
"4428","10.1016/j.jas.2011.01.015","p < 0.01, ","inequ",0.005
"4429","10.1016/j.jas.2011.02.017","p = 0.041)","exact",0.041
"4430","10.1016/j.jas.2011.02.017","p < 0.001)","inequ",5e-04
"4431","10.1016/j.jas.2011.02.017","p = 0.045)","exact",0.045
"4432","10.1016/j.jas.2011.02.016","p = 0.453 ","exact",0.453
"4433","10.1016/j.jas.2011.02.016","p = 0.685 ","exact",0.685
"4434","10.1016/j.jas.2011.02.013","p = 0.0990","exact",0.099
"4435","10.1016/j.jas.2011.02.013","p = 0.031)","exact",0.031
"4436","10.1016/j.jas.2011.03.005","p = s2 p; ","exact",2
"4437","10.1016/j.jas.2011.02.018","p = honeyp","exact",1e-05
"4438","10.1016/j.jas.2011.02.018","p = 0.025)","exact",0.025
"4439","10.1016/j.jas.2011.02.018","p = 0.06 f","exact",0.06
"4440","10.1016/j.jas.2011.02.018","p = 0.04 f","exact",0.04
"4441","10.1016/j.jas.2011.02.006","p = boompl","exact",NA
"4442","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4443","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4444","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4445","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4446","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4447","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4448","10.1016/j.jas.2011.02.011","p < 0.05 m","inequ",0.025
"4449","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4450","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4451","10.1016/j.jas.2011.02.011","p < 0.05 0","inequ",0.025
"4452","10.1016/j.jas.2011.02.011","p = 0.0798","exact",0.0798
"4453","10.1016/j.jas.2011.02.011","p = 0.2673","exact",0.2673
"4454","10.1016/j.jas.2011.02.011","p = 0.0749","exact",0.0749
"4455","10.1016/j.jas.2011.02.011","p = 0.0798","exact",0.0798
"4456","10.1016/j.jas.2011.02.011","p < 0.001)","inequ",5e-04
"4457","10.1016/j.jas.2011.02.011","p = 0.0432","exact",0.0432
"4458","10.1016/j.jas.2011.02.011","p = 0.0177","exact",0.0177
"4459","10.1016/j.jas.2011.02.011","p = 0.0458","exact",0.0458
"4460","10.1016/j.jas.2011.02.032","p = 0.037)","exact",0.037
"4461","10.1016/j.jas.2011.02.032","p = 0.002)","exact",0.002
"4462","10.1016/j.jas.2011.02.032","p = 0.275)","exact",0.275
"4463","10.1016/j.jas.2011.02.032","p = 0.397)","exact",0.397
"4464","10.1016/j.jas.2011.02.032","p < 0.0001","inequ",5e-05
"4465","10.1016/j.jas.2011.02.032","p = 0.037)","exact",0.037
"4466","10.1016/j.jas.2011.02.032","p = 0.002)","exact",0.002
"4467","10.1016/j.jas.2011.02.032","p = 0.998)","exact",0.998
"4468","10.1016/j.jas.2011.02.032","p = 0.489)","exact",0.489
"4469","10.1016/j.jas.2011.02.032","p = 0.351)","exact",0.351
