"","doi","ps","reporting","p_value"
"5329","10.1016/j.jasrep.2017.10.016","p = 0.39, ","exact",0.39
"5330","10.1016/j.jasrep.2017.10.004","p = sapphi","exact",NA
"5331","10.1016/j.jasrep.2017.09.026","p = 0.057)","exact",0.057
"5332","10.1016/j.jasrep.2017.09.026","p = 0.0197","exact",0.0197
"5333","10.1016/j.jasrep.2017.09.026","p = 0.0471","exact",0.0471
"5334","10.1016/j.jasrep.2017.09.026","p = 0.3837","exact",0.3837
"5335","10.1016/j.jasrep.2017.09.026","p < 0.0001","inequ",5e-05
"5336","10.1016/j.jasrep.2017.09.026","p = 0.6918","exact",0.6918
"5337","10.1016/j.jasrep.2017.09.026","p = 0.7811","exact",0.7811
"5338","10.1016/j.jasrep.2017.09.026","p < 0.0001","inequ",5e-05
"5339","10.1016/j.jasrep.2017.09.026","p < 0.0001","inequ",5e-05
"5340","10.1016/j.jasrep.2017.09.026","p = 0.0232","exact",0.0232
"5341","10.1016/j.jasrep.2017.09.026","p = 0.03) ","exact",0.03
"5342","10.1016/j.jasrep.2017.09.026","p < 0.0001","inequ",5e-05
"5343","10.1016/j.jasrep.2017.09.026","p = 0.0392","exact",0.0392
"5344","10.1016/j.jasrep.2017.09.026","p = 0.0386","exact",0.0386
"5345","10.1016/j.jasrep.2017.10.001","p = pierce","exact",1e-05
"5346","10.1016/j.jasrep.2017.09.022","p = 0.004)","exact",0.004
"5347","10.1016/j.jasrep.2017.09.025","p = 0.05 w","exact",0.05
"5348","10.1016/j.jasrep.2017.09.025","p = 0.003)","exact",0.003
"5349","10.1016/j.jasrep.2017.09.025","p = 0.11, ","exact",0.11
"5350","10.1016/j.jasrep.2017.09.025","p = 0.22, ","exact",0.22
"5351","10.1016/j.jasrep.2017.09.025","p = 0.09, ","exact",0.09
"5352","10.1016/j.jasrep.2017.09.025","p = 0.96, ","exact",0.96
"5353","10.1016/j.jasrep.2017.09.025","p = 0.003,","exact",0.003
"5354","10.1016/j.jasrep.2017.09.025","p = 0.004,","exact",0.004
"5355","10.1016/j.jasrep.2017.09.025","p = 0.03, ","exact",0.03
"5356","10.1016/j.jasrep.2017.09.025","p = 0.22, ","exact",0.22
"5357","10.1016/j.jasrep.2017.09.025","p = 0.06, ","exact",0.06
"5358","10.1016/j.jasrep.2017.09.025","p = 0.07, ","exact",0.07
"5359","10.1016/j.jasrep.2017.03.022","p = epidot","exact",1e-05
"5360","10.1016/j.jasrep.2017.02.023","p < 0.001)","inequ",5e-04
"5361","10.1016/j.jasrep.2017.02.023","p = 0.19).","exact",0.19
"5362","10.1016/j.jasrep.2017.01.026","p = 0 .2 a","exact",0
"5363","10.1016/j.jasrep.2016.11.042","p < 0.05; ","inequ",0.025
"5364","10.1016/j.jasrep.2016.11.042","p < 0.05).","inequ",0.025
"5365","10.1016/j.jasrep.2016.11.042","p < 0.05].","inequ",0.025
"5366","10.1016/j.jasrep.2017.09.007","p < 0.001)","inequ",5e-04
"5367","10.1016/j.jasrep.2017.07.022","p = 0.17 m","exact",0.17
"5368","10.1016/j.jasrep.2017.07.022","p = 0.00) ","exact",0
"5369","10.1016/j.jasrep.2017.07.022","p = 0.0 ma","exact",0
"5370","10.1016/j.jasrep.2017.07.022","p = 0.07 m","exact",0.07
"5371","10.1016/j.jasrep.2017.07.008","p > 0.5) (","inequ",0.5
"5372","10.1016/j.jasrep.2017.07.008","p > 0.1) (","inequ",0.1
"5373","10.1016/j.jasrep.2017.07.033","p < 0.10. ","inequ",0.1
"5374","10.1016/j.jasrep.2017.07.033","p < 0.05. ","inequ",0.025
"5375","10.1016/j.jasrep.2017.07.033","p < 0.05. ","inequ",0.025
"5376","10.1016/j.jasrep.2017.07.033","p < 0.01. ","inequ",0.005
"5377","10.1016/j.jasrep.2017.07.033","p < 0.10. ","inequ",0.1
"5378","10.1016/j.jasrep.2017.07.033","p < 0.05. ","inequ",0.025
"5379","10.1016/j.jasrep.2017.07.033","p < 0.01. ","inequ",0.005
"5380","10.1016/j.jasrep.2017.07.033","p = 0.10 a","exact",0.1
"5381","10.1016/j.jasrep.2017.07.033","p = 0.0929","exact",0.0929
"5382","10.1016/j.jasrep.2017.07.033","p = 0.2629","exact",0.2629
"5383","10.1016/j.jasrep.2017.07.033","p = 0.2919","exact",0.2919
"5384","10.1016/j.jasrep.2017.07.033","p = 0.0254","exact",0.0254
"5385","10.1016/j.jasrep.2017.07.033","p = 0.7054","exact",0.7054
"5386","10.1016/j.jasrep.2017.07.033","p = 0.2927","exact",0.2927
"5387","10.1016/j.jasrep.2017.07.033","p = 0.0040","exact",0.004
"5388","10.1016/j.jasrep.2017.07.033","p = 0.0102","exact",0.0102
"5389","10.1016/j.jasrep.2017.07.033","p = 0.0414","exact",0.0414
"5390","10.1016/j.jasrep.2017.07.033","p = 0.1248","exact",0.1248
"5391","10.1016/j.jasrep.2017.07.033","p = 0.3402","exact",0.3402
"5392","10.1016/j.jasrep.2017.07.033","p = 0.1894","exact",0.1894
"5393","10.1016/j.jasrep.2017.07.033","p = 0.0411","exact",0.0411
"5394","10.1016/j.jasrep.2017.07.033","p = 0.0128","exact",0.0128
"5395","10.1016/j.jasrep.2017.07.033","p = 0.0108","exact",0.0108
"5396","10.1016/j.jasrep.2017.07.033","p = 0.0553","exact",0.0553
"5397","10.1016/j.jasrep.2017.07.033","p = 0.0016","exact",0.0016
"5398","10.1016/j.jasrep.2017.07.033","p = 0.0034","exact",0.0034
"5399","10.1016/j.jasrep.2017.07.033","p = 0.0110","exact",0.011
"5400","10.1016/j.jasrep.2017.07.033","p = 0.0274","exact",0.0274
"5401","10.1016/j.jasrep.2017.07.033","p = 0.10. ","exact",0.1
"5402","10.1016/j.jasrep.2017.07.033","p = 0.0776","exact",0.0776
"5403","10.1016/j.jasrep.2017.07.033","p = 0.0939","exact",0.0939
"5404","10.1016/j.jasrep.2017.07.021","p = number","exact",1e-05
"5405","10.1016/j.jasrep.2017.07.026","p = 35), c","exact",35
"5406","10.1016/j.jasrep.2017.07.026","p = 14), k","exact",14
"5407","10.1016/j.jasrep.2017.07.026","p = 2) and","exact",2
"5408","10.1016/j.jasrep.2017.07.026","p = 1). th","exact",1
"5409","10.1016/j.jasrep.2017.07.026","p = 4) wer","exact",1e-05
"5410","10.1016/j.jasrep.2017.07.026","p = 1), on","exact",1
"5411","10.1016/j.jasrep.2017.07.026","p = 1) and","exact",1
"5412","10.1016/j.jasrep.2017.07.026","p = 1). as","exact",1
"5413","10.1016/j.jasrep.2017.07.026","p = 1). th","exact",1
"5414","10.1016/j.jasrep.2017.07.026","p = 1). an","exact",1
"5415","10.1016/j.jasrep.2017.07.026","p = 1). th","exact",1
"5416","10.1016/j.jasrep.2017.07.026","p = 1). th","exact",1
"5417","10.1016/j.jasrep.2017.07.026","p = 1). th","exact",1
"5418","10.1016/j.jasrep.2017.07.026","p = 2). an","exact",2
"5419","10.1016/j.jasrep.2017.07.026","p = 2). th","exact",2
"5420","10.1016/j.jasrep.2017.07.026","p = 27). t","exact",27
"5421","10.1016/j.jasrep.2017.07.026","p = 1). kn","exact",1
"5422","10.1016/j.jasrep.2017.07.026","p = 1). th","exact",1
"5423","10.1016/j.jasrep.2017.07.026","p = 7). th","exact",7
"5424","10.1016/j.jasrep.2017.07.026","p = 1), th","exact",1
"5425","10.1016/j.jasrep.2017.07.026","p = 3), th","exact",3
"5426","10.1016/j.jasrep.2017.07.026","p = 1) and","exact",1
"5427","10.1016/j.jasrep.2017.07.026","p = 2), as","exact",2
"5428","10.1016/j.jasrep.2017.07.026","p = 1) and","exact",1
"5429","10.1016/j.jasrep.2017.07.026","p = 1). ho","exact",1
"5430","10.1016/j.jasrep.2017.07.026","p = 1), th","exact",1
"5431","10.1016/j.jasrep.2017.07.026","p = 1), th","exact",1
"5432","10.1016/j.jasrep.2017.07.026","p = 1) and","exact",1
"5433","10.1016/j.jasrep.2017.07.026","p = 1), wh","exact",1
"5434","10.1016/j.jasrep.2017.07.026","p = 1). on","exact",1
"5435","10.1016/j.jasrep.2017.06.040","p = s'illo","exact",NA
"5436","10.1016/j.jasrep.2017.06.040","p = ampuri","exact",NA
"5437","10.1016/j.jasrep.2017.06.040","p = son pe","exact",1e-05
"5438","10.1016/j.jasrep.2017.06.040","p = s'illo","exact",NA
"5439","10.1016/j.jasrep.2017.06.040","p = ampuri","exact",NA
"5440","10.1016/j.jasrep.2017.06.040","p < 0.05 i","inequ",0.025
"5441","10.1016/j.jasrep.2017.06.040","p < 0.005)","inequ",0.005
"5442","10.1016/j.jasrep.2017.06.040","p > 0.005)","inequ",0.005
"5443","10.1016/j.jasrep.2017.06.040","p > 0.005)","inequ",0.005
"5444","10.1016/j.jasrep.2017.06.040","p > 0.005)","inequ",0.005
"5445","10.1016/j.jasrep.2017.06.040","p > 0.005)","inequ",0.005
"5446","10.1016/j.jasrep.2017.06.040","p < 0.005)","inequ",0.005
"5447","10.1016/j.jasrep.2017.06.040","p < 0.005)","inequ",0.005
"5448","10.1016/j.jasrep.2017.06.040","p > 0.005)","inequ",0.005
"5449","10.1016/j.jasrep.2017.06.040","p < 0.05).","inequ",0.025
"5450","10.1016/j.jasrep.2017.06.040","p < 0.016)","inequ",0.005
"5451","10.1016/j.jasrep.2017.06.040","p < 0.016)","inequ",0.005
"5452","10.1016/j.jasrep.2017.06.040","p > 0.016)","inequ",0.016
"5453","10.1016/j.jasrep.2017.06.040","p < 0.05 i","inequ",0.025
"5454","10.1016/j.jasrep.2017.06.040","p < 0.0083","inequ",0.0083
"5455","10.1016/j.jasrep.2017.06.040","p < 0.05 i","inequ",0.025
"5456","10.1016/j.jasrep.2017.06.040","p < 0.05),","inequ",0.025
"5457","10.1016/j.jasrep.2017.06.040","p > 0.05).","inequ",0.05
"5458","10.1016/j.jasrep.2017.06.040","p > 0.05).","inequ",0.05
"5459","10.1016/j.jasrep.2017.06.040","p > 0.05).","inequ",0.05
"5460","10.1016/j.jasrep.2017.06.040","p < 0.05),","inequ",0.025
"5461","10.1016/j.jasrep.2017.06.040","p > 0.05).","inequ",0.05
"5462","10.1016/j.jasrep.2017.06.040","p > 0.05) ","inequ",0.05
"5463","10.1016/j.jasrep.2017.06.040","p > 0.05; ","inequ",0.05
"5464","10.1016/j.jasrep.2017.06.040","p > 0.05).","inequ",0.05
"5465","10.1016/j.jasrep.2017.07.001","p = 0.05 s","exact",0.05
"5466","10.1016/j.jasrep.2017.07.001","p = 0.05 l","exact",0.05
"5467","10.1016/j.jasrep.2017.07.001","p = 0.05 l","exact",0.05
"5468","10.1016/j.jasrep.2017.07.003","p = 0.95 m","exact",0.95
"5469","10.1016/j.jasrep.2017.07.003","p < 0.0001","inequ",5e-05
"5470","10.1016/j.jasrep.2017.07.003","p < 0.0001","inequ",5e-05
"5471","10.1016/j.jasrep.2017.07.003","p < 0.0001","inequ",5e-05
"5472","10.1016/j.jasrep.2017.07.003","p < 0.0001","inequ",5e-05
"5473","10.1016/j.jasrep.2017.07.003","p < 0.0001","inequ",5e-05
"5474","10.1016/j.jasrep.2017.07.003","p < 0.0001","inequ",5e-05
"5475","10.1016/j.jasrep.2017.05.025","p = probab","exact",NA
"5476","10.1016/j.jasrep.2017.05.025","p = 1). th","exact",1
"5477","10.1016/j.jasrep.2017.05.025","p = 0.5). ","exact",0.5
"5478","10.1016/j.jasrep.2017.05.025","p = 0.9). ","exact",0.9
"5479","10.1016/j.jasrep.2017.05.025","p > 0). it","inequ",0
"5480","10.1016/j.jasrep.2017.03.058","p = 126.2 ","exact",126.2
"5481","10.1016/j.jasrep.2017.02.019","p = plk lo","exact",NA
"5482","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5483","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5484","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5485","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5486","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5487","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5488","10.1016/j.jasrep.2016.11.046","p = 0.005)","exact",0.005
"5489","10.1016/j.jasrep.2016.11.046","p = 0.002)","exact",0.002
"5490","10.1016/j.jasrep.2016.11.046","p = 0.002)","exact",0.002
"5491","10.1016/j.jasrep.2016.11.046","p = 0.003)","exact",0.003
"5492","10.1016/j.jasrep.2016.11.046","p = 0.021)","exact",0.021
"5493","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5494","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5495","10.1016/j.jasrep.2016.11.046","p = 0.004)","exact",0.004
"5496","10.1016/j.jasrep.2016.11.046","p = 0.047)","exact",0.047
"5497","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5498","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5499","10.1016/j.jasrep.2016.11.046","p = 0.013)","exact",0.013
"5500","10.1016/j.jasrep.2016.11.046","p = 0.015)","exact",0.015
"5501","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5502","10.1016/j.jasrep.2016.11.046","p = 0.001)","exact",0.001
"5503","10.1016/j.jasrep.2016.11.046","p = 0.005)","exact",0.005
"5504","10.1016/j.jasrep.2016.11.046","p = 0.012)","exact",0.012
"5505","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5506","10.1016/j.jasrep.2016.11.046","p < 0.05).","inequ",0.025
"5507","10.1016/j.jasrep.2016.11.046","p = 0.130)","exact",0.13
"5508","10.1016/j.jasrep.2016.11.046","p = 0.462;","exact",0.462
"5509","10.1016/j.jasrep.2016.11.046","p = 0.932;","exact",0.932
"5510","10.1016/j.jasrep.2016.11.046","p = 0.700;","exact",0.7
"5511","10.1016/j.jasrep.2016.11.046","p = 0.918)","exact",0.918
"5512","10.1016/j.jasrep.2016.11.046","p = 0.782)","exact",0.782
"5513","10.1016/j.jasrep.2016.11.046","p = 0.798;","exact",0.798
"5514","10.1016/j.jasrep.2016.11.046","p = 0.798;","exact",0.798
"5515","10.1016/j.jasrep.2016.11.046","p = 0.022;","exact",0.022
"5516","10.1016/j.jasrep.2016.11.046","p = 0.017)","exact",0.017
"5517","10.1016/j.jasrep.2016.11.046","p > 0.537)","inequ",0.537
"5518","10.1016/j.jasrep.2016.11.046","p > 0.237)","inequ",0.237
"5519","10.1016/j.jasrep.2016.11.046","p > 0.214)","inequ",0.214
"5520","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5521","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5522","10.1016/j.jasrep.2016.11.046","p = 0.009)","exact",0.009
"5523","10.1016/j.jasrep.2016.11.046","p = 0.014)","exact",0.014
"5524","10.1016/j.jasrep.2016.11.046","p = 0.028;","exact",0.028
"5525","10.1016/j.jasrep.2016.11.046","p = 0.007)","exact",0.007
"5526","10.1016/j.jasrep.2016.11.046","p = 0.067)","exact",0.067
"5527","10.1016/j.jasrep.2016.11.046","p = 0.213)","exact",0.213
"5528","10.1016/j.jasrep.2016.11.046","p = 0.029)","exact",0.029
"5529","10.1016/j.jasrep.2016.11.046","p = 0.015;","exact",0.015
"5530","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5531","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5532","10.1016/j.jasrep.2016.11.046","p = 0.004)","exact",0.004
"5533","10.1016/j.jasrep.2016.11.046","p = 0.006)","exact",0.006
"5534","10.1016/j.jasrep.2016.11.046","p = 0.015)","exact",0.015
"5535","10.1016/j.jasrep.2016.11.046","p = 0.006)","exact",0.006
"5536","10.1016/j.jasrep.2016.11.046","p = 0.754)","exact",0.754
"5537","10.1016/j.jasrep.2016.11.046","p = 0.155;","exact",0.155
"5538","10.1016/j.jasrep.2016.11.046","p = 0.032;","exact",0.032
"5539","10.1016/j.jasrep.2016.11.046","p = 0.004;","exact",0.004
"5540","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5541","10.1016/j.jasrep.2016.11.046","p = 0.008)","exact",0.008
"5542","10.1016/j.jasrep.2016.11.046","p = 0.001;","exact",0.001
"5543","10.1016/j.jasrep.2016.11.046","p = 0.03) ","exact",0.03
"5544","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5545","10.1016/j.jasrep.2016.11.046","p = 0.610;","exact",0.61
"5546","10.1016/j.jasrep.2016.11.046","p = 0.072;","exact",0.072
"5547","10.1016/j.jasrep.2016.11.046","p < 0.001;","inequ",5e-04
"5548","10.1016/j.jasrep.2016.11.046","p < 0.001;","inequ",5e-04
"5549","10.1016/j.jasrep.2016.11.046","p < 0.001;","inequ",5e-04
"5550","10.1016/j.jasrep.2016.11.046","p < 0.001;","inequ",5e-04
"5551","10.1016/j.jasrep.2016.11.046","p = 0.185,","exact",0.185
"5552","10.1016/j.jasrep.2016.11.046","p = 0.179,","exact",0.179
"5553","10.1016/j.jasrep.2016.11.046","p = 0.429,","exact",0.429
"5554","10.1016/j.jasrep.2016.11.046","p = 0.284,","exact",0.284
"5555","10.1016/j.jasrep.2016.11.046","p = 0.011;","exact",0.011
"5556","10.1016/j.jasrep.2016.11.046","p = 0.901;","exact",0.901
"5557","10.1016/j.jasrep.2016.11.046","p = 0.707;","exact",0.707
"5558","10.1016/j.jasrep.2016.11.046","p < 0.001;","inequ",5e-04
"5559","10.1016/j.jasrep.2016.11.046","p = 0.150,","exact",0.15
"5560","10.1016/j.jasrep.2016.11.046","p = 0.478,","exact",0.478
"5561","10.1016/j.jasrep.2016.11.046","p < 0.001,","inequ",5e-04
"5562","10.1016/j.jasrep.2016.11.046","p = 0.01, ","exact",0.01
"5563","10.1016/j.jasrep.2016.11.046","p = 0.049;","exact",0.049
"5564","10.1016/j.jasrep.2016.11.046","p < 0.001,","inequ",5e-04
"5565","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5566","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5567","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5568","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5569","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5570","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5571","10.1016/j.jasrep.2016.11.046","p = 0.004)","exact",0.004
"5572","10.1016/j.jasrep.2016.11.046","p = 0.047;","exact",0.047
"5573","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5574","10.1016/j.jasrep.2016.11.046","p < 0.001)","inequ",5e-04
"5575","10.1016/j.jasrep.2016.11.046","p < 0.001;","inequ",5e-04
"5576","10.1016/j.jasrep.2016.11.046","p = 0.034;","exact",0.034
"5577","10.1016/j.jasrep.2016.11.011","p < 0.824)","inequ",0.824
"5578","10.1016/j.jasrep.2016.11.011","p < 0.287)","inequ",0.287
"5579","10.1016/j.jasrep.2017.06.042","p < 0.05, ","inequ",0.025
"5580","10.1016/j.jasrep.2017.06.042","p < 0.01),","inequ",0.005
"5581","10.1016/j.jasrep.2017.06.042","p = 0.69) ","exact",0.69
"5582","10.1016/j.jasrep.2017.06.042","p < 0.10; ","inequ",0.1
"5583","10.1016/j.jasrep.2017.06.042","p < 0.05, ","inequ",0.025
"5584","10.1016/j.jasrep.2017.06.042","p < 0.01),","inequ",0.005
"5585","10.1016/j.jasrep.2017.06.042","p = 0.69) ","exact",0.69
"5586","10.1016/j.jasrep.2017.06.042","p < 0.10; ","inequ",0.1
"5587","10.1016/j.jasrep.2017.06.038","p = 0.0137","exact",0.0137
"5588","10.1016/j.jasrep.2017.06.024","p = 0.001)","exact",0.001
"5589","10.1016/j.jasrep.2017.06.004","p = 0.668)","exact",0.668
"5590","10.1016/j.jasrep.2017.06.004","p = 0.886)","exact",0.886
"5591","10.1016/j.jasrep.2017.06.022","p > 0.05).","inequ",0.05
"5592","10.1016/j.jasrep.2017.05.058","p = 159) h","exact",159
"5593","10.1016/j.jasrep.2017.06.005","p = gray, ","exact",NA
"5594","10.1016/j.jasrep.2017.06.005","p = black,","exact",NA
"5595","10.1016/j.jasrep.2017.06.005","p = blue, ","exact",1e-05
"5596","10.1016/j.jasrep.2017.06.005","p = green,","exact",1e-05
"5597","10.1016/j.jasrep.2017.05.053","p = 0.05. ","exact",0.05
"5598","10.1016/j.jasrep.2017.05.053","p = 0.004)","exact",0.004
"5599","10.1016/j.jasrep.2017.05.053","p = 0.002)","exact",0.002
"5600","10.1016/j.jasrep.2017.05.053","p = 0.019)","exact",0.019
"5601","10.1016/j.jasrep.2017.05.053","p < 0.001)","inequ",5e-04
"5602","10.1016/j.jasrep.2017.05.053","p = 0.965)","exact",0.965
"5603","10.1016/j.jasrep.2017.05.053","p = 0.864)","exact",0.864
"5604","10.1016/j.jasrep.2017.05.053","p = 0.131)","exact",0.131
"5605","10.1016/j.jasrep.2017.05.053","p = 0.564)","exact",0.564
"5606","10.1016/j.jasrep.2017.05.053","p = 0.178)","exact",0.178
"5607","10.1016/j.jasrep.2017.05.053","p < 0.001)","inequ",5e-04
"5608","10.1016/j.jasrep.2017.05.053","p < 0.001)","inequ",5e-04
"5609","10.1016/j.jasrep.2017.05.053","p = 0.056)","exact",0.056
"5610","10.1016/j.jasrep.2017.05.053","p = 0.142)","exact",0.142
"5611","10.1016/j.jasrep.2017.05.053","p = 0.007)","exact",0.007
"5612","10.1016/j.jasrep.2017.05.053","p < 0.001)","inequ",5e-04
"5613","10.1016/j.jasrep.2017.05.053","p < 0.001)","inequ",5e-04
"5614","10.1016/j.jasrep.2017.05.053","p < 0.001)","inequ",5e-04
"5615","10.1016/j.jasrep.2017.05.053","p = 0.006)","exact",0.006
"5616","10.1016/j.jasrep.2017.05.037","p = 0.0002","exact",2e-04
"5617","10.1016/j.jasrep.2017.05.037","p = 0.003,","exact",0.003
"5618","10.1016/j.jasrep.2017.05.028","p = 0.684 ","exact",0.684
"5619","10.1016/j.jasrep.2017.05.028","p < 0. 01)","inequ",0
"5620","10.1016/j.jasrep.2017.05.028","p < 0.01),","inequ",0.005
"5621","10.1016/j.jasrep.2017.05.028","p < 0. 01)","inequ",0
"5622","10.1016/j.jasrep.2017.05.028","p < 0.04; ","inequ",0.04
"5623","10.1016/j.jasrep.2017.05.028","p < 0.05).","inequ",0.025
"5624","10.1016/j.jasrep.2017.05.029","p = k × r ","exact",NA
"5625","10.1016/j.jasrep.2017.05.038","p = 0.067 ","exact",0.067
"5626","10.1016/j.jasrep.2017.05.038","p = 0.156a","exact",0.156
"5627","10.1016/j.jasrep.2017.05.038","p = 0.120 ","exact",0.12
"5628","10.1016/j.jasrep.2017.05.038","p < 0.001)","inequ",5e-04
"5629","10.1016/j.jasrep.2017.05.038","p = 0.022)","exact",0.022
"5630","10.1016/j.jasrep.2017.05.038","p = 0.004 ","exact",0.004
"5631","10.1016/j.jasrep.2017.05.056","p < 0.05),","inequ",0.025
"5632","10.1016/j.jasrep.2017.05.056","p = 0.39; ","exact",0.39
"5633","10.1016/j.jasrep.2017.05.056","p = 0.61;3","exact",0.61
"5634","10.1016/j.jasrep.2017.05.056","p = 1).sha","exact",1
"5635","10.1016/j.jasrep.2017.05.056","p = 0.02; ","exact",0.02
"5636","10.1016/j.jasrep.2017.05.056","p = 0.00; ","exact",0
"5637","10.1016/j.jasrep.2017.05.056","p = 0.00),","exact",0
"5638","10.1016/j.jasrep.2017.05.056","p < 0.05) ","inequ",0.025
"5639","10.1016/j.jasrep.2017.05.056","p < 0.05) ","inequ",0.025
"5640","10.1016/j.jasrep.2017.05.056","p < 0.05) ","inequ",0.025
"5641","10.1016/j.jasrep.2017.05.056","p > 0.05) ","inequ",0.05
"5642","10.1016/j.jasrep.2017.05.023","p < 0.01 f","inequ",0.005
"5643","10.1016/j.jasrep.2017.05.023","p > 0.05, ","inequ",0.05
"5644","10.1016/j.jasrep.2017.05.023","p = 0.048)","exact",0.048
"5645","10.1016/j.jasrep.2017.05.023","p > 0.05).","inequ",0.05
"5646","10.1016/j.jasrep.2017.05.023","p = 0.01).","exact",0.01
"5647","10.1016/j.jasrep.2017.05.023","p = 0.63).","exact",0.63
"5648","10.1016/j.jasrep.2017.05.023","p = 0.21 f","exact",0.21
"5649","10.1016/j.jasrep.2017.05.023","p = 0.12 f","exact",0.12
"5650","10.1016/j.jasrep.2017.05.023","p = 0.21 f","exact",0.21
"5651","10.1016/j.jasrep.2017.05.023","p = 0.27 f","exact",0.27
"5652","10.1016/j.jasrep.2017.05.022","p < 0.05).","inequ",0.025
"5653","10.1016/j.jasrep.2017.05.022","p < 0.05).","inequ",0.025
"5654","10.1016/j.jasrep.2017.05.034","p = 0.013 ","exact",0.013
"5655","10.1016/j.jasrep.2017.05.034","p = 0.084)","exact",0.084
"5656","10.1016/j.jasrep.2017.05.034","p = 0.009)","exact",0.009
"5657","10.1016/j.jasrep.2017.05.034","p = 0.03 a","exact",0.03
"5658","10.1016/j.jasrep.2016.07.017","p = tempor","exact",1e-05
"5659","10.1016/j.jasrep.2016.07.017","p = perpen","exact",1e-05
"5660","10.1016/j.jasrep.2017.05.011","p = peat l","exact",1e-05
"5661","10.1016/j.jasrep.2017.05.011","p = peat l","exact",1e-05
"5662","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5663","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5664","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5665","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5666","10.1016/j.jasrep.2017.05.002","p > 20% of","inequ",20
"5667","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5668","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5669","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5670","10.1016/j.jasrep.2017.05.002","p < 0.0001","inequ",5e-05
"5671","10.1016/j.jasrep.2017.03.035","p = 0.0253","exact",0.0253
"5672","10.1016/j.jasrep.2017.03.035","p = 0.0833","exact",0.0833
"5673","10.1016/j.jasrep.2017.03.035","p = 0.025)","exact",0.025
"5674","10.1016/j.jasrep.2017.04.016","p = 2.07 ±","exact",2.07
"5675","10.1016/j.jasrep.2017.04.016","p = 1.91 a","exact",1.91
"5676","10.1016/j.jasrep.2017.04.016","p = 2.42, ","exact",2.42
"5677","10.1016/j.jasrep.2017.04.016","p = 0.98),","exact",0.98
"5678","10.1016/j.jasrep.2017.04.016","p = 0.36),","exact",0.36
"5679","10.1016/j.jasrep.2017.04.016","p = 0.01).","exact",0.01
"5680","10.1016/j.jasrep.2017.04.016","p = 0.01),","exact",0.01
"5681","10.1016/j.jasrep.2017.04.016","p = 0.52; ","exact",0.52
"5682","10.1016/j.jasrep.2017.04.016","p = 0.27; ","exact",0.27
"5683","10.1016/j.jasrep.2017.04.016","p = 0.0549","exact",0.0549
"5684","10.1016/j.jasrep.2017.04.016","p = 0.61; ","exact",0.61
"5685","10.1016/j.jasrep.2017.04.016","p = 0.89; ","exact",0.89
"5686","10.1016/j.jasrep.2017.04.016","p = 0.10).","exact",0.1
"5687","10.1016/j.jasrep.2017.04.016","p = 2.01),","exact",2.01
"5688","10.1016/j.jasrep.2017.03.003","p = populu","exact",NA
"5689","10.1016/j.jasrep.2017.03.003","p = sophor","exact",NA
"5690","10.1016/j.jasrep.2017.04.008","p < 0.05).","inequ",0.025
"5691","10.1016/j.jasrep.2017.04.003","p = 21,994","exact",21994
"5692","10.1016/j.jasrep.2017.04.003","p = 151), ","exact",151
