"","doi","ps","reporting","p_value"
"1724","10.1016/j.jasrep.2021.103047","p = 0.928)","exact",0.928
"1725","10.1016/j.jasrep.2021.103047","p = 0.038)","exact",0.038
"1726","10.1016/j.jasrep.2021.103047","p = 0.008;","exact",0.008
"1727","10.1016/j.jasrep.2021.103047","p < 0.001)","inequ",5e-04
"1728","10.1016/j.jasrep.2021.103047","p < 0.001)","inequ",5e-04
"1729","10.1016/j.jasrep.2021.103047","p = ε t a ","exact",NA
"1730","10.1016/j.jasrep.2021.103044","p = 27,842","exact",27842
"1731","10.1016/j.jasrep.2021.103044","p = 6,985;","exact",6985
"1732","10.1016/j.jasrep.2021.103044","p = 1,140;","exact",1140
"1733","10.1016/j.jasrep.2021.103044","p = 815; 2","exact",815
"1734","10.1016/j.jasrep.2021.103044","p = 14,078","exact",14078
"1735","10.1016/j.jasrep.2021.103044","p = 4,422)","exact",4422
"1736","10.1016/j.jasrep.2021.103044","p = 3,812;","exact",3812
"1737","10.1016/j.jasrep.2021.103044","p = 1,784;","exact",1784
"1738","10.1016/j.jasrep.2021.103044","p = 171; 2","exact",171
"1739","10.1016/j.jasrep.2021.103044","p = 15; <1","inequ",15
"1740","10.1016/j.jasrep.2021.103044","p = 1852; ","exact",1852
"1741","10.1016/j.jasrep.2021.103044","p = 408; 1","exact",408
"1742","10.1016/j.jasrep.2021.103044","p = 146; 5","exact",146
"1743","10.1016/j.jasrep.2021.103044","p = 155; 8","exact",155
"1744","10.1016/j.jasrep.2021.103044","p = 25; 13","exact",25
"1745","10.1016/j.jasrep.2021.103044","p = 6; 3%)","exact",6
"1746","10.1016/j.jasrep.2021.103044","p = 26; 20","exact",26
"1747","10.1016/j.jasrep.2021.103044","p = 12; 9%","exact",12
"1748","10.1016/j.jasrep.2021.103044","p = 12; 9%","exact",12
"1749","10.1016/j.jasrep.2021.103044","p = 12; 9%","exact",12
"1750","10.1016/j.jasrep.2021.103044","p = 9; 7%)","exact",9
"1751","10.1016/j.jasrep.2021.103038","p = 44). r","exact",44
"1752","10.1016/j.jasrep.2021.103032","p = 0.87; ","exact",0.87
"1753","10.1016/j.jasrep.2021.103032","p = 0.0000","exact",0
"1754","10.1016/j.jasrep.2021.103023","p = 0.0003","exact",3e-04
"1755","10.1016/j.jasrep.2021.103023","p < 0.0001","inequ",5e-05
"1756","10.1016/j.jasrep.2021.103023","p < 0.0001","inequ",5e-05
"1757","10.1016/j.jasrep.2021.103023","p = 0.001)","exact",0.001
"1758","10.1016/j.jasrep.2021.103023","p = 0.0004","exact",4e-04
"1759","10.1016/j.jasrep.2021.103023","p < 0.0001","inequ",5e-05
"1760","10.1016/j.jasrep.2021.103023","p = 0.02),","exact",0.02
"1761","10.1016/j.jasrep.2021.103023","p = 0.23).","exact",0.23
"1762","10.1016/j.jasrep.2021.103023","p = 0.03).","exact",0.03
"1763","10.1016/j.jasrep.2021.103023","p = 0.44).","exact",0.44
"1764","10.1016/j.jasrep.2021.102974","p > | t | ","inequ",NA
"1765","10.1016/j.jasrep.2021.102974","p > | t | ","inequ",NA
"1766","10.1016/j.jasrep.2021.102974","p = 0) wit","exact",0
"1767","10.1016/j.jasrep.2021.102972","p < 0.000;","inequ",0
"1768","10.1016/j.jasrep.2021.102972","p < 0.000)","inequ",0
"1769","10.1016/j.jasrep.2021.102972","p = 0.0001","exact",1e-04
"1770","10.1016/j.jasrep.2021.102972","p = 0.284)","exact",0.284
"1771","10.1016/j.jasrep.2021.102972","p = 0.945)","exact",0.945
"1772","10.1016/j.jasrep.2021.102972","p = 0.701)","exact",0.701
"1773","10.1016/j.jasrep.2021.102972","p = 0.0106","exact",0.0106
"1774","10.1016/j.jasrep.2021.102972","p = 0.5206","exact",0.5206
"1775","10.1016/j.jasrep.2021.102972","p < 0.0000","inequ",0
"1776","10.1016/j.jasrep.2021.102972","p < 0.0000","inequ",0
"1777","10.1016/j.jasrep.2021.103011","p < 0.00) ","inequ",0
"1778","10.1016/j.jasrep.2021.103011","p < 0.00) ","inequ",0
"1779","10.1016/j.jasrep.2021.103011","p < 0.001,","inequ",5e-04
"1780","10.1016/j.jasrep.2021.103011","p = 0.46),","exact",0.46
"1781","10.1016/j.jasrep.2021.102971","p = 10%) f","exact",10
"1782","10.1016/j.jasrep.2021.102971","p = 50%, q","exact",50
"1783","10.1016/j.jasrep.2021.102971","p = 10%) μ","exact",10
"1784","10.1016/j.jasrep.2021.102971","p = 10%) μ","exact",10
"1785","10.1016/j.jasrep.2021.102971","p = 10%) μ","exact",10
"1786","10.1016/j.jasrep.2021.102971","p = 10%, q","exact",10
"1787","10.1016/j.jasrep.2021.102971","p = 10%, q","exact",10
"1788","10.1016/j.jasrep.2021.102971","p = 80%) μ","exact",80
"1789","10.1016/j.jasrep.2021.103016","p = 0.98),","exact",0.98
"1790","10.1016/j.jasrep.2021.103016","p = 0.79) ","exact",0.79
"1791","10.1016/j.jasrep.2021.103016","p = 0.87) ","exact",0.87
"1792","10.1016/j.jasrep.2021.103016","p = 0.39 f","exact",0.39
"1793","10.1016/j.jasrep.2021.103016","p = 0.43 f","exact",0.43
"1794","10.1016/j.jasrep.2021.103016","p = 0.50 f","exact",0.5
"1795","10.1016/j.jasrep.2021.103016","p = 0.002.","exact",0.002
"1796","10.1016/j.jasrep.2021.102932","p = chalco","exact",NA
"1797","10.1016/j.jasrep.2021.102932","p = chalco","exact",NA
"1798","10.1016/j.jasrep.2021.103012","p < 0.05. ","inequ",0.025
"1799","10.1016/j.jasrep.2021.103012","p < 0.001,","inequ",5e-04
"1800","10.1016/j.jasrep.2021.103012","p < 0.05, ","inequ",0.025
"1801","10.1016/j.jasrep.2021.102986","p = 0.0001","exact",1e-04
"1802","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1803","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1804","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1805","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1806","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1807","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1808","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1809","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1810","10.1016/j.jasrep.2021.102970","p < 0.05 v","inequ",0.025
"1811","10.1016/j.jasrep.2021.102970","p < 0.05 v","inequ",0.025
"1812","10.1016/j.jasrep.2021.102970","p < 0.01 v","inequ",0.005
"1813","10.1016/j.jasrep.2021.102970","p < 0.01);","inequ",0.005
"1814","10.1016/j.jasrep.2021.102970","p < 0.01);","inequ",0.005
"1815","10.1016/j.jasrep.2021.102970","p < 0.01);","inequ",0.005
"1816","10.1016/j.jasrep.2021.102970","p < 0.01);","inequ",0.005
"1817","10.1016/j.jasrep.2021.102970","p < 0.01).","inequ",0.005
"1818","10.1016/j.jasrep.2021.102970","p < 0.05);","inequ",0.025
"1819","10.1016/j.jasrep.2021.102970","p < 0.05);","inequ",0.025
"1820","10.1016/j.jasrep.2021.102970","p < 0.01) ","inequ",0.005
"1821","10.1016/j.jasrep.2021.102970","p < 0.05).","inequ",0.025
"1822","10.1016/j.jasrep.2021.102970","p < 0.05 a","inequ",0.025
"1823","10.1016/j.jasrep.2021.102970","p < 0.01. ","inequ",0.005
"1824","10.1016/j.jasrep.2021.102970","p < 0.05 a","inequ",0.025
"1825","10.1016/j.jasrep.2021.102970","p < 0.01 u","inequ",0.005
"1826","10.1016/j.jasrep.2021.102997","p = 0.077)","exact",0.077
"1827","10.1016/j.jasrep.2021.102997","p = 0.005)","exact",0.005
"1828","10.1016/j.jasrep.2021.102997","p = 0.01, ","exact",0.01
"1829","10.1016/j.jasrep.2021.102997","p = 0.034,","exact",0.034
"1830","10.1016/j.jasrep.2021.102980","p < 0.05) ","inequ",0.025
"1831","10.1016/j.jasrep.2021.102980","p < 0.05) ","inequ",0.025
"1832","10.1016/j.jasrep.2021.102980","p < 0.05; ","inequ",0.025
"1833","10.1016/j.jasrep.2021.102980","p < 0.01; ","inequ",0.005
"1834","10.1016/j.jasrep.2021.102980","p < 0.01; ","inequ",0.005
"1835","10.1016/j.jasrep.2021.102980","p < 0.05).","inequ",0.025
"1836","10.1016/j.jasrep.2021.102980","p = 0.60) ","exact",0.6
"1837","10.1016/j.jasrep.2021.102980","p = 0.06) ","exact",0.06
"1838","10.1016/j.jasrep.2021.102980","p < 0.01).","inequ",0.005
"1839","10.1016/j.jasrep.2021.102977","p < 0.05. ","inequ",0.025
"1840","10.1016/j.jasrep.2021.102977","p < 0.001)","inequ",5e-04
"1841","10.1016/j.jasrep.2021.102977","p < 0.001)","inequ",5e-04
"1842","10.1016/j.jasrep.2021.102977","p = 0.323)","exact",0.323
"1843","10.1016/j.jasrep.2021.102977","p = 0.216)","exact",0.216
"1844","10.1016/j.jasrep.2021.102977","p = 0.792)","exact",0.792
"1845","10.1016/j.jasrep.2021.102977","p = 1.000)","exact",1
"1846","10.1016/j.jasrep.2021.102977","p < 0.001;","inequ",5e-04
"1847","10.1016/j.jasrep.2021.102977","p < 0.001)","inequ",5e-04
"1848","10.1016/j.jasrep.2021.102977","p < 0.001)","inequ",5e-04
"1849","10.1016/j.jasrep.2021.102977","p < 0.001)","inequ",5e-04
"1850","10.1016/j.jasrep.2021.102977","p = 1.000)","exact",1
"1851","10.1016/j.jasrep.2021.102987","p < .001) ","inequ",0.001
"1852","10.1016/j.jasrep.2021.102987","p < .001),","inequ",0.001
"1853","10.1016/j.jasrep.2021.102987","p < .001) ","inequ",0.001
"1854","10.1016/j.jasrep.2021.102987","p < .001).","inequ",0.001
"1855","10.1016/j.jasrep.2021.102987","p < .001) ","inequ",0.001
"1856","10.1016/j.jasrep.2021.102987","p < .05) i","inequ",0.05
"1857","10.1016/j.jasrep.2021.102987","p < .01), ","inequ",0.01
"1858","10.1016/j.jasrep.2021.102987","p < .01), ","inequ",0.01
"1859","10.1016/j.jasrep.2021.102987","p < .01). ","inequ",0.01
"1860","10.1016/j.jasrep.2021.102987","p < .001) ","inequ",0.001
"1861","10.1016/j.jasrep.2021.102987","p < .05). ","inequ",0.05
"1862","10.1016/j.jasrep.2021.102987","p < .001),","inequ",0.001
"1863","10.1016/j.jasrep.2021.102987","p < .001),","inequ",0.001
"1864","10.1016/j.jasrep.2021.102987","p < .05), ","inequ",0.05
"1865","10.1016/j.jasrep.2021.102987","p < .05), ","inequ",0.05
"1866","10.1016/j.jasrep.2021.102987","p < .001),","inequ",0.001
"1867","10.1016/j.jasrep.2021.102987","p < .0.01)","inequ",0
"1868","10.1016/j.jasrep.2021.102987","p < .01). ","inequ",0.01
"1869","10.1016/j.jasrep.2021.102987","p < .01) w","inequ",0.01
"1870","10.1016/j.jasrep.2021.102987","p < .001) ","inequ",0.001
"1871","10.1016/j.jasrep.2021.102987","p < .05). ","inequ",0.05
"1872","10.1016/j.jasrep.2021.102987","p < .001),","inequ",0.001
"1873","10.1016/j.jasrep.2021.102987","p < .01), ","inequ",0.01
"1874","10.1016/j.jasrep.2021.102987","p < .001),","inequ",0.001
"1875","10.1016/j.jasrep.2021.102987","p < .01). ","inequ",0.01
"1876","10.1016/j.jasrep.2021.102966","p = 0.0038","exact",0.0038
"1877","10.1016/j.jasrep.2021.102966","p = 0.036)","exact",0.036
"1878","10.1016/j.jasrep.2021.102966","p = 0.4); ","exact",0.4
"1879","10.1016/j.jasrep.2021.102966","p = 0.047)","exact",0.047
"1880","10.1016/j.jasrep.2021.102966","p = 0.040)","exact",0.04
"1881","10.1016/j.jasrep.2021.102966","p = 0.11).","exact",0.11
"1882","10.1016/j.jasrep.2021.102966","p < 0.05),","inequ",0.025
"1883","10.1016/j.jasrep.2021.102966","p > 0.05).","inequ",0.05
"1884","10.1016/j.jasrep.2021.102966","p > 0.05) ","inequ",0.05
"1885","10.1016/j.jasrep.2021.102966","p = 0.0068","exact",0.0068
"1886","10.1016/j.jasrep.2021.102966","p = 0.025)","exact",0.025
"1887","10.1016/j.jasrep.2021.102979","p = southe","exact",1e-05
"1888","10.1016/j.jasrep.2021.102950","p = 0.313)","exact",0.313
"1889","10.1016/j.jasrep.2021.102950","p = 0.165)","exact",0.165
"1890","10.1016/j.jasrep.2021.102950","p = 0.384)","exact",0.384
"1891","10.1016/j.jasrep.2021.102950","p = 0.361)","exact",0.361
"1892","10.1016/j.jasrep.2021.102929","p = 0.0005","exact",5e-04
"1893","10.1016/j.jasrep.2021.102929","p = 0.0227","exact",0.0227
"1894","10.1016/j.jasrep.2021.102929","p < 0.001;","inequ",5e-04
"1895","10.1016/j.jasrep.2021.102929","p < 0.05; ","inequ",0.025
"1896","10.1016/j.jasrep.2021.102929","p = 1291 o","exact",1291
"1897","10.1016/j.jasrep.2021.102929","p = 517 or","exact",517
"1898","10.1016/j.jasrep.2021.102929","p = 156 or","exact",156
"1899","10.1016/j.jasrep.2021.102929","p = 198) o","exact",198
"1900","10.1016/j.jasrep.2021.102878","p = feldsp","exact",1e-05
"1901","10.1016/j.jasrep.2021.102878","p = feldsp","exact",1e-05
"1902","10.1016/j.jasrep.2021.102878","p = feldsp","exact",1e-05
"1903","10.1016/j.jasrep.2021.102878","p = feldsp","exact",1e-05
"1904","10.1016/j.jasrep.2021.102878","p = feldsp","exact",1e-05
"1905","10.1016/j.jasrep.2021.102952","p = 80.6% ","exact",80.6
"1906","10.1016/j.jasrep.2021.102952","p = 71.4% ","exact",71.4
"1907","10.1016/j.jasrep.2021.102952","p = 89.1% ","exact",89.1
"1908","10.1016/j.jasrep.2021.102952","p = 81.4% ","exact",81.4
"1909","10.1016/j.jasrep.2021.102952","p = 0.00).","exact",0
"1910","10.1016/j.jasrep.2021.102952","p = 0.32),","exact",0.32
"1911","10.1016/j.jasrep.2021.102952","p = 0.03) ","exact",0.03
"1912","10.1016/j.jasrep.2021.102952","p = 0.64; ","exact",0.64
"1913","10.1016/j.jasrep.2021.102952","p = 0.32) ","exact",0.32
"1914","10.1016/j.jasrep.2021.102948","p = 0.34).","exact",0.34
"1915","10.1016/j.jasrep.2021.102948","p = 0.16).","exact",0.16
"1916","10.1016/j.jasrep.2021.102934","p < 0.02).","inequ",0.02
"1917","10.1016/j.jasrep.2021.102934","p = 0.556,","exact",0.556
"1918","10.1016/j.jasrep.2021.102934","p < 0.02, ","inequ",0.02
"1919","10.1016/j.jasrep.2021.102934","p = 0.04, ","exact",0.04
"1920","10.1016/j.jasrep.2021.102934","p = 0.941 ","exact",0.941
"1921","10.1016/j.jasrep.2021.102934","p < 0.001,","inequ",5e-04
"1922","10.1016/j.jasrep.2021.102890","p < 0.0001","inequ",5e-05
"1923","10.1016/j.jasrep.2021.102890","p < 0.0001","inequ",5e-05
"1924","10.1016/j.jasrep.2021.102890","p = 0.41 t","exact",0.41
"1925","10.1016/j.jasrep.2021.102890","p = 0.68 k","exact",0.68
"1926","10.1016/j.jasrep.2021.102890","p = p-valu","exact",NA
"1927","10.1016/j.jasrep.2021.102913","p = 12,502","exact",12502
"1928","10.1016/j.jasrep.2021.102913","p = 4213) ","exact",4213
"1929","10.1016/j.jasrep.2021.102913","p > 0.05) ","inequ",0.05
"1930","10.1016/j.jasrep.2021.102913","p = 0.5695","exact",0.5695
"1931","10.1016/j.jasrep.2021.102913","p = 0.6145","exact",0.6145
"1932","10.1016/j.jasrep.2021.102913","p = 0.1560","exact",0.156
"1933","10.1016/j.jasrep.2021.102906","p < 0.0001","inequ",5e-05
"1934","10.1016/j.jasrep.2021.102906","p < 0.001)","inequ",5e-04
"1935","10.1016/j.jasrep.2021.102906","p < 0.001)","inequ",5e-04
"1936","10.1016/j.jasrep.2021.102906","p < 0.017)","inequ",0.005
"1937","10.1016/j.jasrep.2021.102906","p < 0.012)","inequ",0.005
"1938","10.1016/j.jasrep.2021.102906","p < 0.006)","inequ",0.006
"1939","10.1016/j.jasrep.2021.102935","p = 0.02) ","exact",0.02
"1940","10.1016/j.jasrep.2021.102935","p = 0.96).","exact",0.96
"1941","10.1016/j.jasrep.2021.102918","p = 4401 ±","exact",4401
"1942","10.1016/j.jasrep.2021.102927","p = 189, b","exact",189
"1943","10.1016/j.jasrep.2021.102927","p = 150; 8","exact",150
"1944","10.1016/j.jasrep.2021.102927","p = 9) fro","exact",9
"1945","10.1016/j.jasrep.2021.102927","p = 36; 33","exact",36
"1946","10.1016/j.jasrep.2021.102927","p = 7) and","exact",7
"1947","10.1016/j.jasrep.2021.102927","p = 9) wit","exact",9
"1948","10.1016/j.jasrep.2021.102927","p = 23) re","exact",1e-05
"1949","10.1016/j.jasrep.2021.102927","p = 15; 65","exact",15
"1950","10.1016/j.jasrep.2021.102927","p = 7; 30%","exact",7
"1951","10.1016/j.jasrep.2021.102927","p = 1; 4%)","exact",1
"1952","10.1016/j.jasrep.2021.102924","p = southe","exact",1e-05
"1953","10.1016/j.jasrep.2021.102924","p = southe","exact",1e-05
"1954","10.1016/j.jasrep.2021.102880","p < 0.05. ","inequ",0.025
"1955","10.1016/j.jasrep.2021.102880","p < 0.05).","inequ",0.025
"1956","10.1016/j.jasrep.2021.102880","p < 0.05).","inequ",0.025
"1957","10.1016/j.jasrep.2021.102889","p < 0.05. ","inequ",0.025
"1958","10.1016/j.jasrep.2021.102889","p < 0.05. ","inequ",0.025
"1959","10.1016/j.jasrep.2021.102889","p < 0.001)","inequ",5e-04
"1960","10.1016/j.jasrep.2021.102915","p < 0.0001","inequ",5e-05
"1961","10.1016/j.jasrep.2021.102915","p < 0.0001","inequ",5e-05
"1962","10.1016/j.jasrep.2021.102915","p = 0.03) ","exact",0.03
"1963","10.1016/j.jasrep.2021.102915","p = 0.0039","exact",0.0039
"1964","10.1016/j.jasrep.2021.102915","p < 0.0000","inequ",0
"1965","10.1016/j.jasrep.2021.102802","p = 0.05 t","exact",0.05
"1966","10.1016/j.jasrep.2021.102802","p = 0.01. ","exact",0.01
"1967","10.1016/j.jasrep.2021.102802","p = 0.05 x","exact",0.05
"1968","10.1016/j.jasrep.2021.102802","p = 0.001 ","exact",0.001
"1969","10.1016/j.jasrep.2021.102802","p = 0.001 ","exact",0.001
"1970","10.1016/j.jasrep.2021.102802","p = 0.05 *","exact",0.05
"1971","10.1016/j.jasrep.2021.102802","p = 0.01 x","exact",0.01
"1972","10.1016/j.jasrep.2021.102802","p = 0.001 ","exact",0.001
"1973","10.1016/j.jasrep.2021.102802","p = 0.0373","exact",0.0373
"1974","10.1016/j.jasrep.2021.102869","p = 0.4). ","exact",0.4
"1975","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1976","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1977","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1978","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1979","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1980","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1981","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1982","10.1016/j.jasrep.2021.102869","p < 0.05; ","inequ",0.025
"1983","10.1016/j.jasrep.2021.102869","p < 0.05).","inequ",0.025
"1984","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1985","10.1016/j.jasrep.2021.102869","p < 0.05).","inequ",0.025
"1986","10.1016/j.jasrep.2021.102869","p < 0.05; ","inequ",0.025
"1987","10.1016/j.jasrep.2021.102869","p < 0.001)","inequ",5e-04
"1988","10.1016/j.jasrep.2021.102869","p > 0.05).","inequ",0.05
"1989","10.1016/j.jasrep.2021.102869","p > 0.05).","inequ",0.05
"1990","10.1016/j.jasrep.2021.102869","p < 0.05),","inequ",0.025
"1991","10.1016/j.jasrep.2021.102893","p = babylo","exact",NA
"1992","10.1016/j.jasrep.2021.102893","p = univer","exact",1e-05
"1993","10.1016/j.jasrep.2021.102893","p = second","exact",1e-05
"1994","10.1016/j.jasrep.2021.102881","p = pit; c","exact",NA
"1995","10.1016/j.jasrep.2021.102863","p = 0.37, ","exact",0.37
"1996","10.1016/j.jasrep.2021.102865","p < 0.05. ","inequ",0.025
"1997","10.1016/j.jasrep.2021.102865","p < 0.001)","inequ",5e-04
"1998","10.1016/j.jasrep.2021.102865","p < 0.001,","inequ",5e-04
"1999","10.1016/j.jasrep.2021.102865","p < 0.001,","inequ",5e-04
"2000","10.1016/j.jasrep.2021.102865","p > 0.05, ","inequ",0.05
"2001","10.1016/j.jasrep.2021.102865","p < 0.001,","inequ",5e-04
"2002","10.1016/j.jasrep.2021.102865","p > 0.05, ","inequ",0.05
"2003","10.1016/j.jasrep.2021.102865","p > 0.05, ","inequ",0.05
"2004","10.1016/j.jasrep.2021.102864","p = 25.9%,","exact",25.9
"2005","10.1016/j.jasrep.2021.102864","p = 23.8%)","exact",23.8
"2006","10.1016/j.jasrep.2021.102864","p = 16.7%)","exact",16.7
"2007","10.1016/j.jasrep.2021.102874","p = polish","exact",NA
"2008","10.1016/j.jasrep.2021.102902","p = 1). fi","exact",1
"2009","10.1016/j.jasrep.2021.102902","p = 0.1972","exact",0.1972
"2010","10.1016/j.jasrep.2021.102897","p = ∑ i = ","exact",NA
"2011","10.1016/j.jasrep.2021.102897","p = ∑ i = ","exact",NA
"2012","10.1016/j.jasrep.2021.102897","p = 1 k δ ","exact",1
"2013","10.1016/j.jasrep.2021.102897","p = 1 k δ ","exact",1
"2014","10.1016/j.jasrep.2021.102897","p = 1 k δ ","exact",1
"2015","10.1016/j.jasrep.2021.102897","p = 1 k δ ","exact",1
"2016","10.1016/j.jasrep.2021.102897","p = a 11 ⋯","exact",11
"2017","10.1016/j.jasrep.2021.102866","p < 0.001 ","inequ",5e-04
"2018","10.1016/j.jasrep.2021.102866","p < 0.001 ","inequ",5e-04
"2019","10.1016/j.jasrep.2021.102866","p < 0.001 ","inequ",5e-04
"2020","10.1016/j.jasrep.2021.102866","p < 0.001.","inequ",5e-04
"2021","10.1016/j.jasrep.2021.102876","p = 0.61),","exact",0.61
"2022","10.1016/j.jasrep.2021.102876","p < 0.01).","inequ",0.005
"2023","10.1016/j.jasrep.2021.102855","p = (1415 ","exact",1415
"2024","10.1016/j.jasrep.2021.102855","p = (1650 ","exact",1650
"2025","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2026","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2027","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2028","10.1016/j.jasrep.2020.102771","p = 0.001)","exact",0.001
"2029","10.1016/j.jasrep.2020.102771","p = (nshee","exact",1e-05
"2030","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2031","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2032","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2033","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2034","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2035","10.1016/j.jasrep.2020.102771","p < 0.001)","inequ",5e-04
"2036","10.1016/j.jasrep.2021.102853","p = rock p","exact",NA
"2037","10.1016/j.jasrep.2021.102830","p = 6235) ","exact",6235
"2038","10.1016/j.jasrep.2021.102831","p = 54; bd","exact",54
"2039","10.1016/j.jasrep.2021.102831","p = 25; bd","exact",25
"2040","10.1016/j.jasrep.2021.102831","p = 11; bd","exact",11
"2041","10.1016/j.jasrep.2021.102831","p = 23; bd","exact",23
"2042","10.1016/j.jasrep.2021.102831","p = 19; bd","exact",19
"2043","10.1016/j.jasrep.2021.102831","p = 19; bd","exact",19
"2044","10.1016/j.jasrep.2021.102831","p = 21.5; ","exact",21.5
"2045","10.1016/j.jasrep.2021.102831","p = 20.5 p","exact",20.5
"2046","10.1016/j.jasrep.2021.102831","p = 22; bd","exact",22
"2047","10.1016/j.jasrep.2021.102831","p = 20; bd","exact",20
"2048","10.1016/j.jasrep.2021.102831","p = 20.5; ","exact",20.5
"2049","10.1016/j.jasrep.2021.102831","p = 57 3rd","exact",57
"2050","10.1016/j.jasrep.2021.102831","p = 41 met","exact",1e-05
"2051","10.1016/j.jasrep.2021.102831","p = 37 rad","exact",37
"2052","10.1016/j.jasrep.2021.102831","p = 9 3rd ","exact",9
"2053","10.1016/j.jasrep.2021.102831","p = 20 met","exact",1e-05
"2054","10.1016/j.jasrep.2021.102831","p = 18 met","exact",1e-05
"2055","10.1016/j.jasrep.2021.102831","p = 10; bd","exact",10
"2056","10.1016/j.jasrep.2021.102831","p = 10; bd","exact",10
"2057","10.1016/j.jasrep.2021.102831","p = 24 rad","exact",24
"2058","10.1016/j.jasrep.2021.102831","p = 21 hum","exact",21
"2059","10.1016/j.jasrep.2021.102825","p = slip-p","exact",NA
"2060","10.1016/j.jasrep.2021.102792","p = 0.02; ","exact",0.02
"2061","10.1016/j.jasrep.2021.102792","p = 0.0002","exact",2e-04
"2062","10.1016/j.jasrep.2021.102792","p = 0.014)","exact",0.014
"2063","10.1016/j.jasrep.2021.102792","p= mediev","exact",1e-05
"2064","10.1016/j.jasrep.2021.102792","p= post-r","exact",NA
"2065","10.1016/j.jasrep.2021.102792","p = 0.02; ","exact",0.02
"2066","10.1016/j.jasrep.2021.102792","p = 0.0002","exact",2e-04
"2067","10.1016/j.jasrep.2021.102792","p = 0.014)","exact",0.014
"2068","10.1016/j.jasrep.2021.102792","p = 0.0002","exact",2e-04
"2069","10.1016/j.jasrep.2021.102792","p = 0.014)","exact",0.014
"2070","10.1016/j.jasrep.2021.102792","p = 0.02, ","exact",0.02
"2071","10.1016/j.jasrep.2021.102792","p = 0.032)","exact",0.032
"2072","10.1016/j.jasrep.2021.102792","p = 0.01, ","exact",0.01
"2073","10.1016/j.jasrep.2021.102792","p = 0.02, ","exact",0.02
"2074","10.1016/j.jasrep.2021.102792","p = 0.01, ","exact",0.01
"2075","10.1016/j.jasrep.2021.102792","p = 0.03, ","exact",0.03
"2076","10.1016/j.jasrep.2021.102792","p = 0.0014","exact",0.0014
"2077","10.1016/j.jasrep.2021.102792","p = 0.02, ","exact",0.02
"2078","10.1016/j.jasrep.2021.102792","p = 0.017,","exact",0.017
"2079","10.1016/j.jasrep.2021.102792","p = 0.03, ","exact",0.03
"2080","10.1016/j.jasrep.2021.102792","p = 0.151,","exact",0.151
"2081","10.1016/j.jasrep.2021.102792","p = 0.001,","exact",0.001
"2082","10.1016/j.jasrep.2021.102792","p = 0.02, ","exact",0.02
"2083","10.1016/j.jasrep.2021.102792","p = 0.01, ","exact",0.01
"2084","10.1016/j.jasrep.2021.102792","p = 0.01, ","exact",0.01
"2085","10.1016/j.jasrep.2021.102792","p = 0.02, ","exact",0.02
"2086","10.1016/j.jasrep.2021.102792","p = 0.04) ","exact",0.04
"2087","10.1016/j.jasrep.2021.102835","p = 41,69 ","exact",4169
"2088","10.1016/j.jasrep.2021.102835","p = 41,85 ","exact",4185
"2089","10.1016/j.jasrep.2021.102818","p < .001. ","inequ",0.001
"2090","10.1016/j.jasrep.2021.102818","p < .001, ","inequ",0.001
"2091","10.1016/j.jasrep.2021.102818","p < .01. n","inequ",0.01
"2092","10.1016/j.jasrep.2021.102826","p = epidot","exact",1e-05
"2093","10.1016/j.jasrep.2021.102815","p = 388, c","exact",388
"2094","10.1016/j.jasrep.2021.102820","p = 0.38; ","exact",0.38
"2095","10.1016/j.jasrep.2021.102820","p = 0.118)","exact",0.118
"2096","10.1016/j.jasrep.2021.102808","p = 104); ","exact",104
"2097","10.1016/j.jasrep.2021.102808","p = 194). ","exact",194
"2098","10.1016/j.jasrep.2021.102808","p = 336 ex","exact",1e-05
